published_at,description
2017-11-02,"도쿄 & 츠쿠바 홀로 여행 (tokyo & tsukuba) 티저 영상안녕하세요 입니다.
오랜만에 영상으로 찾아왔네요!
이번에 도쿄에 4박 5일동안 갔다 왔어요.
(2017.10.27~2017.10.31)
짧은 영상 안에 담아봤고, 남은 영상들은 에피소드 형식으로
천천히 업로드할게요!

오늘도 시청해주셔 감사합니다.

 올림.

 scars

heroboard – free music to free your mind
» twitter: https://twitter.com/heroboard
» spotify: http://sptfy.com/wdk

• mae krell
https://facebook.com/maekrellmusic
https://instagram.com/maekrell
https://twitter.com/maekrell
https://soundcloud.com/maekrell
https://open.spotify.com/artist/5ojhi..."
2017-09-30,"데드리프트 205kg(몸무게75kg)스모 데드리프트 205kg에 성공했어요 ㅎㅎㅎ 아마 컨벤셔널 데드리프트 훈련이 도움이 된거같아요 
추석연휴 모두 즐겁게 휴식하시고, 운동도 꾸준히 합시다!!"
2017-09-29,"생애 첫 부산여행 1편(데드리프트&스쿼트)생애 첫 부산여행 1편입니다!
데드리프트와 스쿼트 영상도 함께 다뤘어요 ㅎㅎ
즐거운 시청부탁드려요!

 captions
https://www.youtube.com/watch?v=lqb6kux7mym
eventide
https://open.spotify.com/artist/2lxd6...
https://twitter.com/eventide_music
https://instagram.com/eventide_music
https://facebook.com/theeventidemusic"
2017-09-28,"디어유와의 합동 방송!(스쿼트 160kg 2회  영상)유튜버 디어유! 님과의 합동방송을 진행했습니다!
그리고 스쿼트 160kg 2회 성공!
편안한 마음으로 시청부탁드리고 다음 영상에서 만나요!
디어유님 인스타 : https://www.instagram.com/dearyou_j/
디어유님  채널 : https://www.youtube.com/channel/ucvk1hfrfjuaimefc0uwxzzq

 take it easy (feat. mia vaile) [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/i_q8_kcjl3s
free download / stream: http://ncs.io/takeiteasyyo"
2017-09-26,"대학생 몸무게 75kg, 스쿼트 170kg 1회안녕하세요 입니다! ㅎㅎㅎ 
스쿼트에 꽤나 집중을 하고 있는데 170kg 새로운 기록에 성공하였습니다! 풀 영상 얼른 올릴게요!"
2017-09-24,"혼자 떠난 부산여행, 티저혼자 떠난 부산여행이었습니다. 그리고 생애 첫! 부산여행이기도 하구요. 즐겁게 시청부탁드리고, 풀 영상은 이번주 내로 올리도록 할게요! 감사합니다 ㅎㅎ
"
2017-09-22,"불합격, 그리고 부산 여행다시 한번 투표에 참여해주신 분들!
감사드립니다 ㅎㅎ
부산 여행 충분히 즐기고 돌아올게요!
영상 기대해주세요 :d
"
2017-09-21,"30분만에 끝내는 벤치프레스│ 운동브이로그학교 가기 전 30분만에! 끝내는 벤치프레스를 담았어요 ㅎㅎ
그리고 그 외의 대학생활과 데드리프트 영상도 담았습니다.
즐겁게 시청 부탁드려요!
(이 영상은 경기콘텐츠진흥원의 지원을 받아 제작되었습니다.)
 horizon (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/g845f6orcoc"
2017-09-19,"160kg 스쿼트 2회, 체중 75kg안녕하세요 입니다!
1rm이 160kg 이던 때도 있었는데, 160kg 2회에 성공하는 날도 오네요! 비오는 저녁 운동하러 온 성과인 것 같아서 더 기뻐요! 너무 기뻐서 편집도 안 하고 핸드폰으로 바로 올리네요ㅜㅜ 풀버전은  이번주 내로 편집해서 얼른 올릴게요!!"
2017-09-17,"스쿼트에 깔리다니...(구독자와 함께한 운동)여러분 안녕하세요! 입니다.
오늘 부터 10주간,
지난번에 말씀드렸던 경기콘텐츠진흥원에서의 지원 하에
영상을 제작할 예정이에요. 
마지막 5초간 경기콘텐츠진흥원 로고가 나오더라도 
놀라지 않으셨으면 하는 바람에서... ㅎㅎㅎ

 올림
 courage [ncs release]
music provided by nocopyrightsounds.
free download / stream: http://ncs.io/courageyo"
2017-09-16,"대학생활 다시 시작(어깨 운동)│ 운동브이로그
전공 : 생물학, 취미 : 유도, 파워리프팅, 헬스
e vessel [ncs release] 
music provided by nocopyrightsounds.
watch: https://youtu.be/pxf4rkguwdi
download/stream: http://ncs.io/vesselcr"
2017-09-14,"2분할? 5분할? 운동에 답은 있다
전공 : 생물학, 취미 : 유도, 파워리프팅, 헬스
e together (feat. shauna cardwell)
https://www.youtube.com/watch?v=rbcbq5gisdo
credits
• lyoko
https://youtube.com/c/lyokomusic
https://soundcloud.com/lyokomusicoffi...
https://instagram.com/lyokomusicofficial"
2017-09-11,"추석 대비, 초간단 홈트 운동 루틴?!버피 테스트 3x20
스쿼트&프레스 3x15
풀업(턱걸이) 3x8


전공 : 생물학, 취미 : 유도, 파워리프팅, 헬스
e"
2017-09-10,"다시 찾은 후쿠오카, 마지막 (fukuoka, japan)
전공 : 생물학, 취미 : 유도, 파워리프팅, 헬스
e"
2017-09-08,"데드리프트 180kg 3회 성공 │ 대학교 개강대학교 개강했습니다 주르륵....

"
2017-09-05,턱걸이 8x8 같이 해요
2017-09-04,"네추럴 스트렝스 루틴(벤치프레스 편)스트렝스 루틴! 짐웬들러 5/3/1을 수행중입니다.
"
2017-09-03,"다시 찾은 후쿠오카 ep 04 (fukuoka, japan)스미요시 신사, 그리고 후쿠오카 타워를 다녀왔어요 ㅎㅎ
"
2017-09-02,"면접결과 발표│운동브이로그스트렝스 훈련 1주차 드디어 마무리 했습니다!
짐웬들러 5/3/1 진행하고 있구요ㅎㅎ
"
2017-09-01,"운동 초보도 스트렝스가 필요할까? 내츄럴운동스트렝스 훈련 시트
http://goo.gl/ez20go

"
2018-02-25,"부모님께 첫월급으로 선물을 드렸습니다.│직장인 ep07안녕하세요 입니다.
오늘은 첫 월급을 받아서 부모님께 첫 선물을 드려봤어요.
재밌게 시청 부탁드려요!

 올림.
fella
https://open.spotify.com/artist/2xtlv...

always (브이로그 music) by dj quads https://soundcloud.com/akaquads
music provided by audio library https://youtu.be/jiie1ezj4cs"
2018-02-18,"7년 만에 대학교 졸업하다!│직장인ep062011년 3월 입학 후 2018년 2월 졸업




music"
2018-02-11,"본격 홈트 시작! 새로운 아이템│직장인 ep05안녕하세요 입니다!
본격 홈트레이닝의 시작입니다 ㅎㅎ
여러분도 모두 화이팅하시길 바랄게요!

 올림
 call me again [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/embs5qm06cw
free download / stream: http://ncs.io/callmeagainyo"
2018-02-04,"동생과 함께한 가슴 운동, 그리고 언더아머에서의 연락?│직장인 ep03안녕하세요 입니다!
직장인 에피소드3으로 찾아왔어요 ㅎㅎ
주말 모두 푹 쉬시고, 다음 주말까지 또 화이팅 합시다!

 올림
 never felt this before (feat. jessi teich)

heroboard – free music to free your mind
» twitter: https://twitter.com/heroboard
» spotify: https://is.gd/elemud
• magomar
https://instagram.com/magomarofficial/
https://facebook.com/magomarofficial/

matt fella fella
https://open.spotify.com/artist/2xtlv..."
2018-02-03,"직장 생활.... 오랜만에 유도 영상!안녕하세요 입니다!
오랜만에 영상으로 찾아뵙네요 ㅎㅎ

모두 추운데 감기 조심하시고,
항상 긍정적으로! 화이팅 하시길 바랄게요!

 올림

music"
2018-11-27,"어깨 작살... 루틴(feat. 흔한 회사 동기)│워라밸 ep17여러분 안녕하세요 입니다.


어깨 운동을 이렇게 해보는 건 어떨까요?!

 채널 후원!
https://toon.at/donate/636756311124838913
 girlfriend (ft. lw) [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/nc-i7u4rvrg
free download / stream: http://ncs.io/girlfriendyo"
2018-11-24,"오랜만입니다!!!유튜버 -  라이브방송


워라밸 ep 진행중!


인스타그램 : https://www.instagram.com/kw1000lbs/


좋아요 & 구독 눌러주세요! ㅎㅎㅎ"
2018-11-24,"하기나 해(feat. 바디닭)│워라밸 ep16여러분 안녕하세요 입니다.

오늘도 화이팅!

be more positive.

닭가슴살(바디닭) & 프로틴(프로틴랩)
http://bodydak.com/
 exotic wind (브이로그 no copyright music)
music promoted by 브이로그 no copyright music.
video link: https://youtu.be/ozwnqspyjdo"
2018-11-18,"[언박싱]내가 언더아머를 입는 이유?│워라밸 ep번외편여러분 안녕하세요 입니다.

제가 개인적으로 좋아하는 브랜드인

언더아머에 대한 이야기 입니다.


새로운 한 주도 화이팅 하시길 바라며


be more positive.

music"
2018-11-15,"함께 해서 얻을 수 있는 것들(feat. 유니클로)│워라밸 ep15여러분 안녕하세요 입니다.

워라밸 에피소드 점점 내용이 알차게 담기는 것 같네요! ㅎㅎ

오늘도 시청해주셔서 감사하고, 항상 힘내시기를 바랍니다.


이건 뭐 이제... 거의 패션 유튜버?!


유니클로 심리스다운코트(179,000원)
https://goo.gl/rs1bwu

언더아머 롱패딩(359,000원)
https://goo.gl/4hxz9j

언더아머 로프트 테크 파카(329,000원)
https://goo.gl/zuemb2

닭가슴살(바디닭) & 단백질(프로틴랩)
http://bodydak.com/


music"
2018-11-13,"지금 어떻든 어제보다 나아졌으면  됐다(feat.경희대 강연)│워라밸 ep14여러분 안녕하세요 입니다.

오늘도 조금 더 화이팅이에요


be more positive.

닭가슴살(바디닭) & 프로틴(프로틴랩)
http://bodydak.com/
 intothejungle (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/86ku7otv1ta"
2018-11-09,"언더아머에서 100만원 쇼핑! teaser(3대 500은 옛날 이야기)여러분 안녕하세요 입니다.

언더아머하면 가 떠오를 때까지

더 열심히 애용합니다.


be more positive. 
 too far gone [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/60xughqo71q
free download / stream: http://ncs.io/toofargoneyo"
2018-11-04,"어쨌거나, 힘들어도, 배워야 산다(홈트)│워라밸 ep13여러분 안녕하세요 입니다.

배움의 삶

참 끝이 없죠...?!

항상 응원할게요!


be more positive.


 채널 후원!
https://toon.at/donate/636756311124838913

music"
2018-03-31,"이제껏 없던 새로운 직장인 운동 브이로그, 썸머슈레딩 ep02여러분 안녕하세요 직장인 입니다.
3개월 간의 썸머슈레딩 에피소드에 오신 것을 환영합니다.
함께 열심히 다이어트 해봐요!


 올림.

music"
2018-03-27,"썸머슈레딩 번외편, 3개월 다이어트│sony a6500여러분 안녕하세요 입니다.

다이어트 3개월 번외편!



 올림

music"
2018-03-24,"3개월 다이어트 시작, 썸머슈레딩 ep01여러분 안녕하세요 입니다.
3개월간의 다이어트 대장정이 시작되었습니다.
썸머슈레딩 에피소드에 오신것을 환영합니다.

 올림.

music"
2018-03-19,"일반 회사원의 운동방향은 어떻게?여러분 안녕하세요 입니다.

모두 화이팅!!!!!


 올림.

music"
2018-03-16,"경희대학교 후배들과 유도 훈련을 해보았다여러분 안녕하세요 입니다.

오랜만에 학교에 놀러가서 후배들과 유도를 했습니다.

즐거운 시청 부탁 드려요!

 올림.
 you and me (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/8hjsl7aijng

 egzod - paper crowns (feat. leo the kind) [ncs release] 
music provided by nocopyrightsounds.
download/stream: http://ncs.io/papercrownscr"
2018-03-12,"키다리형을 드디어! 식스패드 체험│feat. 코리아테크, 서울디자인리빙페어여러분 안녕하세요 입니다.
코리아테크의 초대를 받아 서울디자인리빙페어에 다녀왔어요.
호날두가 광고해서 유명해진 식스패드를 체험하고 왔고, 
키다리형님도 만났습니다! 영상 재밌게 시청부탁드려요!

 올림



*본 영상은 코리아테크의 지원으로 제작되었습니다.
 downtown funk (브이로그 no copyright music)
music promoted by 브이로그 no copyright music.
video link: https://youtu.be/5ecwyyxlqdi

deamn - save me free"
2018-03-04,"쉬었는데 오히려 늘었다...!? 벤치프레스 100kg │직장인 ep 09 feel again (feat. harley bird) [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/ygla_v_yzxo
free download / stream: http://ncs.io/feelagainyo"
2018-03-03,"2월도 이렇게 끝이 납니다 .│직장인 ep08안녕하세요 입니다.
오늘 영상도 즐겁게 시청 부탁드려요!

 올림.
 save me free"
2018-04-29,"이제 언더아머 직원도 3대 500을 안다!│다시 찾은 언더아머여러분 안녕하세요 입니다.
광고 영상 전혀 아니구요 ㅋㅋㅋㅋ
그냥 재미로 만들어봤습니다 ㅋㅋㅋ
모두 홧팅!

music"
2018-04-27,"키다리형과 턱걸이 배틀 그리고 벤치프레스 꿀팁!여러분 안녕하세요 입니다.
키다리형  채널 : https://www.youtube.com/user/teamairwave

music"
2018-04-23,"키다리형 vs  벤치프레스 대결!!여러분 안녕하세요 입니다.
키다리형과의 벤치프레스 대결! 1편
재밌게 시청해주세요 ㅎㅎ

 올림

music"
2018-04-22,"운동에 색을 입히다│썸머슈레딩 ep07여러분 안녕하세요 입니다.
썸머슈레딩 에피소드에 오신 것을 환영합니다.

music"
2018-04-21,"데드리프트 아직 죽지 않았다여러분 안녕하세요 입니다.
저 데드리프트 0kg 아닙니다... ^^

 올림

music"
2018-04-21,"주말 사는 거야 뭐 다 똑같지│썸머슈레딩 ep06여러분 안녕하세요 입니다.
그냥... 우동이 먹고 싶었던 영상입니다.

music"
2018-04-19,"이런 편집이 가능하다고?!│(feat. 새벽반고고씽)여러분 안녕하세요 입니다.
지난 번에 이어 합동방송 영상 올려드려요!
(썸머슈레딩 번외편)
뽀종  채널 : https://www.youtube.com/channel/ucrgfhc5ubpnmzs_upjx1khq
새벽반 고고씽  채널 :
https://www.youtube.com/channel/ucok7h_xodfelxf4ya_ghdtq
 the long road home [ncs release]
music provided by nocopyrightsounds.
listen: https://youtu.be/athfrshdrag 
free download / stream: http://ncs.io/tlrhyo"
2018-04-17," x 뽀종 합방 i│썸머슈레딩 ep05여러분 안녕하세요 입니다.
썸머슈레딩 에피소드에 오신 것을 환영합니다.
뽀종님  : https://www.youtube.com/channel/ucrgfhc5ubpnmzs_upjx1khq

music"
2018-04-15,"영상 찍고 있는데, 덤프트럭이 달려온다...?│ 썸머슈레딩 ep04여러분 안녕하세요 입니다.
썸머슈레딩 에피소드에 오신 것을 환영합니다.
 sunny (브이로그 no copyright music)
music promoted by 브이로그 no copyright music.
video link: https://youtu.be/aovfxsfvd5o

track: diamond eyes  a bouquet of roses (브이로그 no copyright music)
music promoted by 브이로그 no copyright music.
video link: https://youtu.be/gflb5a5pypy

track: raven & kreyn - call me again [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/embs5qm06cw
free download / stream: http://ncs.io/callmeagainyo"
2018-04-14,"를 시작하려는 당신에게(2018)여러분 안녕하세요 운동브이로그ger 입니다.

music"
2018-04-07,"아직도 체중은 빠지지 않았다...│썸머슈레딩 ep03여러분 안녕하세요 입니다.
썸머슈레딩에 오신 것을 환영합니다.
 our lives past (feat. emily stiles) [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/5 over again (feat. micah martin) [ncs release] 
music provided by nocopyrightsounds.
video: https://youtu.be/e7ushty8j breeze (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/nr63znh6tqo

glude - breathe"
2018-10-27,"스쿼트 100kg 몇 개 하나요?│워라밸 ep12여러분 안녕하세요 입니다.

스쿼트 100kg 몇 개 하세요?!!

모두 즐거운 주말 보내세요 ㅎㅎ

 운동 어플 多gym(다짐)
https://dagym.app.link/kwlee

 채널 후원!
https://toon.at/donate/636756311124838913
 be with you (feat. grant dawson) [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/4nblr9mcoxa
free download / stream: http://ncs.io/bewithyouyo

track: diamond eyes - flutter [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/lehm9hzf0ia
free download / stream: http://ncs.io/flutteryo"
2018-10-25,"미스테리 그녀.....│워라밸ep11여러분 안녕하세요 입니다.

미스테리 그녀...

ㅎㅎㅎ 편안한 시청 부탁 드립니다.


 운동 어플 多gym(다짐)
https://dagym.app.link/kwlee

 채널 후원 링크↓
https://toon.at/donate/636756311124838913
 feel so good [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/khsyop2yrwi
free download / stream: http://ncs.io/feelsogoodyo"
2018-10-21,"펑티모의 고양이송... 가장 현실적인 리액션(reaction)여러분 안녕하세요 입니다.

한번 보면 중독에서 못 헤어나옵니다...

그래서 만들었습니다.

같이 중독 되자구요 ㅎㅎ


 채널 후원 링크
https://toon.at/donate/636756311124838913

music"
2018-10-21,"가슴 운동 깔끔하게(운동 루틴)│워라밸 ep10여러분 안녕하세요 입니다.

오늘은 조금 다르게 스미스 머신을 활용하여
운동을 진행해봤습니다.

모두 뽯팅하세요!

 운동 어플 多gym(다짐)
https://dagym.app.link/kwlee

 채널 후원 링크↓
https://toon.at/donate/636756311124838913
glude"
2018-10-20,"취업 중요할까?여러분 안녕하세요 입니다.

에 최초 공개 라는 새로운 기능이 추가되어서
이번에 한번 시도해보았습니다 ㅎㅎ

작년(2017년)에 혼밥시리즈 영상을 찍은 이후로
1년 넘게 촬영을 못했었는데 오랜만에 취업이라는
주제로 이야기 나누어 보았습니다. 

편안한 마음으로 시청 부탁 드려요!

모두 홧팅

be more positive.

 채널 후원 링크↓
https://toon.at/donate/636756311124838913
 always dreaming
https://www.youtube.com/watch?v=4mlglgxxsow

• let's chill
https://www.letschill.ca
https://facebook.com/letschillcanada"
2018-10-18,"퇴근하고 100kg 벤치프레스를│워라밸 ep09여러분 안녕하세요 입니다.

오늘은 조금 짧은 영상이네요!

퇴근길, 그냥 집으로 가고 싶은 그 고민 되는 순간에

운동하러 발걸음을 옮기는 모든 분들을 응원합니다!

물론, 내일의 운동을 위해 오늘 하루 휴식을 취해주는

영리한 분들도 응원!


be more positive.


 be with you (feat. grant dawson) [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/4nblr9mcoxa
free download / stream: http://ncs.io/bewithyouyo"
2018-10-16,"스윙스의 짐티피를 다녀오다!(벤치프레스 대결)여러분 안녕하세요 입니다.

먼저, 저에게 연락을 준 ufbb 구성원 여러분들께 다시 한 번 감사의 인사를 전해요. 

ufbb는 university fitness & bodybuilding의 약자로
내츄럴 바디빌딩을 추구하는 대학바디빌딩협회 라고 합니다.

그리고 2018년 11월 9일 모든 대학생들이 참여 가능한 내츄럴 바디빌딩 대회를 개최한다고 해요. (연세대학교 대강당에서!)

저 또한 얼마 전까지 대학생이었기에 이러한 좋은 취지를 갖고
진행하는 ufbb의 행보를 응원하게 되네요!
(물론 그들의 행보가 지금의 취지와 다르게 흘러간다면 저 또한 입장이 달라지겠죠..?!ㅎㅎ)

아무튼! 
저는 세상에 대한 불만만 드러내는 사람들보다는, 그 세상을 변화 시키기 위하여 노력하는 모두를 응원합니다.

우리 모두 화이팅.

be more positive.



ps. 이번 에피소드의 썸네일과 제목은 어그로 입니다...
원래대로 라면 ', ufbb를 찾아가다!' 요렇게 갔을 것 같은데...

music
그러고 보니, 이번에는 bgm을 하나도 안 썼네요...^^"
2018-10-14,"새 옷이다! 등 운동 브이로그 │워라밸 ep07여러분 안녕하세요 입니다.
언더아머에서 또 선물을 보내주셨네요 ㅎㅎ

아, 요즘 언더아머 관련하여 도를 넘어선
게시물들이 돌아다니고 있더라구요(옷을 가위로 찢는...)

언더아머를 사랑하는 팬으로서 그와 관련된 영상 하나를 찍어볼게요(음... 참신한 것 없을까요?!)

무튼! 저는 등운동 잘 진행했고, 2018년도 어느새 막바지에 이르렀네요. 항상 운동할 때 부상 조심하시고, 날 추워졌다고 웅크려있기 보다는 운동 조금 더 열심히, 하는 그런 여러분들이 되기를 바라며,

저는 다음 영상으로 찾아오겠습니다.

be more positive.

 운동 어플 
多gym(다짐) 
music
always (브이로그 music) by dj quads https://soundcloud.com/aka paradise (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/gtt66l0y3do

track: waysons - running [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/y5tnyaz31b0
free download / stream: http://ncs.io/runningyo"
2018-10-09,"[유도]잊혀진 하루를 찾아서(등운동 루틴)│워라밸 ep06여러분 안녕하세요 입니다.

5일 간의 추석 연휴 중
하루가 없었죠?!

그 하루 동안에 있었던 브이로그 업로드 합니다 

편안한 시청 부탁 드려요


 올림.


 coloring books
heroboard – free music to free your mind
» twitter: https://twitter.com/heroboard
» spotify: http://sptfy.com/wdk

• miros
https://soundcloud.com/mirossound
https://instagram.com/mirossound
https://twitter.com/mirossound
https://facebook.com/mirossound
https://youtube.com/channel/uct64zh4i...
https://www.orfium.com/profile/miros"
2018-10-07,"내가 5일 간의 연휴를 어떻게 보냈는지(그냥그냥)│워라밸ep05여러분 안녕하세요 입니다.

추석 연휴 기간 동안의 브이로그 입니다!

편안한 마음으로 시청 부탁 드려요


감사합니다.

music"
2018-10-06,"바버샵 첫 경험! q&a│워라밸 ep04여러분 안녕하세요 입니다.

오늘은 유튜버이자 바버 드레이크님과

함께 방송을 촬영하였습니다.

처음 가본 바버샵에서 자른 스타일이라

아직 조금 어색하지만,

이제 곧 적응 되면 괜찮아지겠지요?

드레이크님 채널 방문하기
https://www.youtube.com/channel/uc the other side [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/odthebfofvg
free download / stream: http://ncs.io/theothersideyo"
2018-10-03,"(click bait)2만 구독 기념, 실패한 10,000칼로리 챌린지(feat. 피자마루)여러분 안녕하세요 입니다.
이번에는 구독자 1만 명 때 기획했던
1만칼로리 챌린지를 2만 구독자 기념으로
드디어 해보았습니다!

그런데... 결과는 보기 좋게 실패했네요 ㅎㅎ
(과도한 칼로리 섭취는 안 좋은 거 아시죠?!!)

아무튼 이런 도전을 즐겁게 할 수 있도록 도와준
피자마루에 다시 한번 감사의 말씀 전하며

오늘도 시청해주셔서 감사합니다!!

 올림.

*본 영상은 피자마루의 후원을 받아 제작되었습니다.


music"
2018-09-30,"3대 운동러의 운동이란여러분 안녕하세요 입니다.

부상 전에 진행했었던 영상을 전달 받아서
업로드 합니다! 

유튜버 - 상민씨 가 편집해주셨어요.(다른 사람이 편집한 영상은 처음인 것 같네요 ㅋㅋㅋ)
https://www.youtube.com/channel/ucgpbc2oflkemiqeyavtj0rg

금방 회복해서 다시 데드 스퀏으로 돌아오겠습니다!
(벤치, 오버헤드프레스(ohp) 위주로 진행 중이에요 훈련은!)

오늘도 시청해주셔서 감사합니다.
헬스 이용 어플
다짐(dagym) : https://dagym.app.link/kwlee
헬스장 정보 : 부평 더블유짐

music"
2018-09-26,"(아찔주의)이런 스쿼트랙에서 운동하는 사람은 꼭 보세요.여러분 안녕하세요 입니다.

정말 조심하셔야 합니다.

전혀 생각지도 못한 상황이 발생하여
부상을 당했네요...

헬스장에 있는 1시간 내내 그리고 런닝머신을 뛰는 그 한순간까지
긴장의 끈을 놓지 마시고 항상 집중해서
부상 없는 운동 싸이클 가져가시기를 바랄게요!

새로운 한 주도 홧팅 하시고, 주말에 또 보아요!

music"
2018-09-25,"리뷰 영상들에 대한 한마디 그리고 다짐(多gym)앱 솔직 리뷰여러분 안녕하세요 입니다.

3개월간의 다짐(多gym)어플 이용 후기 영상을 담았습니다.

궁금하신 분들은
다짐(dagym) 링크 : https://dagym.app.link/kwlee

music"
2018-09-25,"7kg 다이어트, 그리고 미국 유학생활 썰이 궁금하다면?여러분 안녕하세요 입니다.

가슴운동을 진행했고,

중학교 친구! 와 함께 간단한 인터뷰 컨텐츠를 해보았습니다.

모두 연휴 마무리 잘하시고 홧팅!!!


 be with you (feat. grant dawson) [ncs release]
music provided by nocopyrightsounds.
watch: https://youtu.be/4nblr9mcoxa
free download / stream: http://ncs.io/bewithyouyo"
2018-09-23,"추석 끝나면 당장 따라하고픈 하체,어깨 루틴이랄까여러분 안녕하세요 입니다.
추석특집 운동 영상 업로드 합니다!

다음 편에서는 오랜만에 여성게스트를 초대했으니
기대해주세요!

즐거운 한가위 되세요!
 mountain's lullaby (브이로그 no copyright music)
music promoted by 브이로그 no copyright music.
video link: https://youtu.be/accscm8afqa"
2018-09-22,"하루의 운동이 주는 행복함이란│워라밸 ep01여러분 안녕하세요 입니다.

 워라밸 에피소드 1편
추석 연휴의 시작과 함께 업로드 하게 되었는데,
모두 즐거운 한가위 보내시길 바라고 영상도
편안한 마음으로 시청 부탁 드려요!




 horizon [proximity release]

heroboard – free music to free your mind
» twitter: https://twitter.com/heroboard
» spotify: https://is.gd/elemud

• steerner
https://soundcloud.com/steernermusic
https://www.facebook.com/steerneroffi...
https://twitter.com/steerner

• kavela
http://facebook.com/kavelamusic
https://soundcloud.com/kavelamusic

• matthew steeper
https://facebook.com/matthewsteeperof..."
2018-09-17,"여름이 끝나고 새로운 에피소드의 시작│워라밸 ep00여러분 안녕하세요 입니다.
썸머슈레딩 에피소드... 실패로 마무리 지었습니다.
(급하게 끝내버린 점 죄송합니다.)

에피소드 초반에는 엄청난! 의지를 갖고 체중과 인바디 수치에
많은 신경을 썼으나 중반부터는 전혀 신경 쓰지 않은 채 시간을
흘려보냈습니다.

내년 썸머슈레딩은 정말! 타이트하게 해보자는 다짐과 함께
그 전까지 운동과 생활방식의 균형을 담아내는 워라밸 에피소드를
진행하려고 합니다.
(원래 워라밸은 워크 앤 라이프 밸런스 이지만 제가 사용한 워라밸의 뜻은 워크아웃 앤 라이프스타일 밸런스 입니다.)

기존과 완전히 똑같은 에피소드가 진행된다는 점,
에피소드의 제목만 조금 더 제 채널과 영상에 맞게
수정되었다는 점, 알고 계시면 좋을 것 같아요 ㅎㅎ

모두 저와 함께 다시 한번 달려보자구요!

가 사용하는 운동 어플
다짐(dagym) : https://dagym.app.link/kwlee


music"
2018-09-15,"슬럼프 탈출에 필요했던 것들│운동, 휴식, 그리고?여러분 안녕하세요 입니다.
슬럼프 탈출에 필요했던 것들...
별 것 아니지만 편안한 마음으로 시청 부탁 드려요! ㅋㅋ


다짐(dagym) 링크 : https://dagym.app.link/kwlee

music"
2018-09-10,"20살 넘어서 배운 유도, 그대는 늦지 않았다여러분 안녕하세요 입니다.
오늘은 유도 컨텐츠로 찾아왔습니다.
유도의 생활체육화! 같이 즐기는 사람이 많아지면
서로서로 좋겠죠?! 

즐겁게 운동합시다 ㅎㅎ

music"
2018-09-09,"친구들과 함께 즐긴 한일전│썸머슈레딩 ep37여러분 안녕하세요 입니다.
너무 많이 먹고 있는 것 같죠?!!!
영상이라 덜 보이는 겁니다...
사실은 더 먹습니다...

그래도 재밌게 즐겁게 신나게 운동할 수 있다는 것에
감사함을 느끼며 열심히 운동과 일상생활 하고 있습니다.
여러분도 운동과 식단에 강박 느끼지 마시고, 즐겁게
운동하시기를!

be more positive!!

 올림


music"
2018-09-08,"운동하는 직장인의 일상 브이로그 │썸머슈레딩 ep36여러분 안녕하세요 입니다.

music"
2018-09-02,"tj strength로부터의 메시지 그리고 선물 개봉(unboxing)여러분 안녕하세요 입니다.
[스트렝스란 무엇인가!?]
영상의 주인공 티제이스트렝스 태조님으로부터
선물이 도착했습니다.
머나먼 미국 la에서 직접 부쳐주신 선물인데,
선물만 개봉하기 조금 아쉬운 감이 없지 않아 있어서
인사말이 담긴 영상 하나를 부탁 드렸는데,
장문의 메시지를 전달해주셨네요!

다시 한번 티제이스트렝스 태조님에게 감사의 인사를 전하며,
저는 썸머슈레딩 ep36으로 돌아올게요!

감사합니다.
 올림.

music"
2018-07-29,"x뽀종x운지기 함께 스타필드에서 대결!여러분 안녕하세요 입니다.
고양 스타필드 가서 놀다 왔어요!!

뽀종 형님과, 운지기님과 함께 고양 스타필드에서 여러가지 대결을 마치고 왔습니다!



music"
2018-07-28,"벤치프레스 보조 밴드, 무슨 원리? 그 외의 자그마한 팁들!여러분 안녕하세요 입니다.
자주 나오던 댓글들에 대해 영상으로 정리해봤어요!

즐겁게 주말 마무리하시고, 새로운 한 주도 홧팅!

music"
